Nombre	Edad	Email	Teléfono	Educación	Ocupación	Años de experiencia	Estado civil	Hijos	RFC	CURP	Entidad	Salario mensual
AARON ERNESTO PACHECO MARTELL	41	k.hawkin2@randatmail.com	415-7823-10	Maestría	Chef	3	Casado	2	PAMA780729IB9	PAMA780729HCHCRR02	CHIHUAHUA	54085.200000000004
AARON ERUVIEL SANCHEZ VILLANUEVA	53	m.gra5@yahoo.com	195-1044-27	Maestría	Químico	3	Soltero	5	SAVA840320IS6	SAVA840320HTSNLR06	TAMAULIPAS	9869.6
AARON ESTEBAN CONTRERAS CAMACHO	47	s.turne5@randatmail.com	247-8197-62	Doctorado	Veterinario	10	Soltero	5	COCA620701131	COCA620701HDFNMR07	DISTRITO FEDERAL	54085.200000000004
AARON ESTRADA ALQUICIRA	47	k.ros3@yahoo.com	995-7938-49	Secundaria	Médico	7	Soltero	3	EAAA630417P95	EAAA630417HMSSLR01	MORELOS	36262.0
AARON ESTRADA DE LA PARRA	41	a.taylo3@gmail.com	609-6884-97	Primaria	Astrónomo	2	Casado	3	EAPA640419AB0	EAPA640419HQTSRR05	QUERETARO	20802.0
AARON EVERARDO MORALES ARZALUZ	47	a.johnso1@randatmail.com	062-5100-27	Maestría	Fotógrafo	12	Soltero	1	MOAA640701KP5	MOAA640701HMCRRR09	MEXICO	17908.8
AARON FABRICIO ALMEIDA VENTURA	49	e.smit0@hotmail.com	077-8284-79	Maestría	Florista	2	Casado	0	AEVA650701JL1	AEVA650701HYNLNR05	YUCATAN	21928.4
AARON FAJARDO TALAMANTES	41	d.elli2@hotmail.com	078-5784-23	Primaria	Panadero	6	Casado	2	FATA5307011A8	FATA530701HBCJLR07	BAJA CALIFORNIA	14618.0
AARON FAVIAN VILLANUEVA ROBLE	41	e.rya1@gmail.com	335-6939-74	Secundaria	Farmacéutico	2	Casado	1	VIRA840115EM4	VIRA840115HNLLBR04	NUEVO LEON	20802.0
AARON FELIPE AGUIRRE SANTANA	46	h.owen0@yahoo.com	240-6168-69	Secundaria	Bailarín	1	Casado	0	AUSA710205HM3	AUSA710205HMSGNR01	MORELOS	5342.0
AARON FELIPE HUERTA GONZALEZ	47	s.tucke5@randatmail.com	570-0939-84	Secundaria	Diseñador de interiores	9	Soltero	5	HUGA640701EF5	HUGA640701HTLRNR01	TLAXCALA	8434.0
AARON FELIPE PINEDA HERNANDEZ	49	t.myer0@outlook.com	966-2968-98	Secundaria	Profesor	13	Casado	0	PIHA870128UXA	PIHA870128HCLNRR01	COAHUILA	20802.0
AARON FELIX TELLEZ	42	c.parke5@yahoo.com	328-1900-98	Primaria	Trabajador social	6	Casado	5	FETA6404256L8	FETA640425HSRLLR07	SONORA	8434.0
AARON FERNANDO RAMOS MANJARREZ	50	w.smit3@randatmail.com	278-7725-62	Doctorado	Arquitecto	11	Soltero	3	RAMA780514741	RAMA780514HCHMNR03	CHIHUAHUA	54085.200000000004
AARON FLORES CASTRO	53	a.howar1@outlook.com	930-6991-91	Secundaria	Matemático	1	Soltero	1	FOCA760424771	FOCA760424HSLLSR07	SONORA	17710.0
AARON FLORES CRUZ	48	a.rya3@hotmail.com	372-1857-06	Maestría	Fotógrafo	5	Casado	3	FOCX620901EB7	FOCA620901HVZLRR08	VERACRUZ	46046.0
AARON FLORES SAAVEDRA	53	b.hun1@outlook.com	268-9647-52	Licenciatura	Fotógrafo	8	Casado	1	FOSA7307017A1	FOSA730701HDFLVR04	VERACRUZ	23052.0
AARON FORTINO CERVANTES PEREZ	52	m.evan0@outlook.com	533-7724-97	Maestría	Científico	8	Casado	0	CEPA610812LN4	CEPA610812HTLRRR09	TLAXCALA	58104.8
AARON FRAGOSO GOMEZ	46	a.montgomer3@gmail.com	797-3908-29	Doctorado	Meteorólogo	5	Casado	3	FAGA690224JV4	FAGA690224HMCRMR01	MEXICO	25948.0
AARON FRANCISCO MOLINA GUERRERO	41	a.clar2@yahoo.com	442-7184-45	Licenciatura	Profesor	2	Soltero	2	MOGA730430THA	MOGA730430HTSLRR01	TAMAULIPAS	29236.0
AARON GABRIEL ORTEGA GARDUNO	53	m.sulliva5@outlook.com	278-3961-08	Licenciatura	Contador	7	Casado	5	OEGA730701DQ6	OEGA730701HDFRRR00	DISTRITO FEDERAL	44696.0
AARON GABRIEL RIVERA PEREZ	52	h.adam5@yahoo.com	828-7030-25	Secundaria	Economista	9	Soltero	5	RIPA640701169	RIPA640701HDFVRR09	DISTRITO FEDERAL	2250.0
AARON GALAN ANGELES	48	t.ree3@outlook.com	578-8733-21	Maestría	Bailarín	3	Soltero	3	GAAA780430BZ5	GAAA780430HMCLNR03	DISTRITO FEDERAL	13889.2
AARON GALLEGOS RAMIREZ	48	c.russel2@hotmail.com	640-1958-26	Secundaria	Bioquímico	2	Soltero	2	GARA751011UZ3	GARA751011HTLLMR01	TLAXCALA	11526.0
AARON GARCIA CONTRERAS	41	e.turne5@yahoo.com	574-9707-49	Maestría	Arqueólogo	2	Soltero	5	GACA550304QE4	GACA550304HSPRNR05	SAN LUIS POTOSI	17908.8
AARON GARCIA CORTES	49	d.anderso5@randatmail.com	951-8551-13	Secundaria	Cantante	7	Casado	5	GACA6706276C6	GACA670627HVZRRR04	TABASCO	36262.0
AARON GARCIA GOMEZ	47	m.cunningha5@gmail.com	719-5872-54	Secundaria	Gerente	9	Soltero	5	GAGA7803073T1	GAGA780307HTSRMR06	NUEVO LEON	5342.0
AARON GARCIA LARA	42	t.brook1@randatmail.com	921-2603-88	Secundaria	Botánico	0	Soltero	1	GALA861009AR5	GALA861009HCCRRR05	YUCATAN	42446.0
AARON GARCIA MORA	43	n.holme5@hotmail.com	758-7682-24	Maestría	Bioquímico	6	Soltero	5	GAMA640702KB3	GAMA640702HCLRRR07	COAHUILA	17908.8
AARON GARCIA ROBLES	48	j.montgomer0@yahoo.com	869-0635-00	Maestría	Diseñador de moda	11	Soltero	0	GARA810327UA5	GARA810327HGTRBR07	GUANAJUATO	46046.0
AARON GARZA SOTO	52	l.dougla5@randatmail.com	603-9937-71	Primaria	Vendedor	2	Casado	5	GASA780902SQ1	GASA780902HTSRTR05	TAMAULIPAS	11526.0
AARON GASPAR CHAVEZ HERNANDEZ	50	a.phillip2@yahoo.com	390-1030-06	Secundaria	Científico	7	Soltero	2	CAHA880416S67	CAHA880416HCHHRR05	CHIHUAHUA	11526.0
AARON GERARDO MENDOZA GARCIA	44	l.turne1@randatmail.com	313-9011-28	Licenciatura	Intérprete	0	Casado	1	MEGA880930KN4	MEGA880930HCLNRR08	COAHUILA	23052.0
AARON GERMAN GARCIA MEZA	43	m.rile4@outlook.com	711-6448-66	Maestría	Conductor	8	Soltero	4	GAMA790701NM4	GAMA790701HBCRZR06	BAJA CALIFORNIA	54085.200000000004
AARON GIOVANY ALCOCER GARCIA	48	t.brow1@yahoo.com	099-5936-65	Secundaria	Científico	10	Soltero	1	AOGA850701GR0	AOGA850701HNLLRR02	NUEVO LEON	17710.0
AARON GONZALEZ GRANADOS	49	k.hun3@hotmail.com	299-3360-91	Doctorado	Gerente	0	Casado	3	GOGA6607019QA	GOGA660701HHGNRR01	HIDALGO	25948.0
AARON GONZALEZ GRANADOS	46	c.holme5@yahoo.com	207-5769-90	Maestría	Bioquímico	9	Soltero	5	GOGA8403199Q6	GOGA840319HDFNRR05	ZACATECAS	13889.2
AARON GONZALEZ HERNANDEZ	47	l.roger0@yahoo.com	963-9911-29	Secundaria	Periodista	11	Soltero	0	GOHA611128Q24	GOHA611128HSPNRR07	SAN LUIS POTOSI	5342.0
AARON GONZALEZ MADRIGAL	46	l.taylo0@randatmail.com	388-9068-17	Primaria	Abogado	4	Casado	0	GOMA750821482	GOMA750821HNTNDR07	NAYARIT	39354.0
AARON GONZALEZ MENDOZA	53	m.mitchel2@yahoo.com	731-1494-65	Secundaria	Conferencista	0	Soltero	2	GOMA750730AS2	GOMA750730HCLNNR08	CHIHUAHUA	2250.0
AARON GONZALEZ RODRIGUEZ	48	s.lloy1@gmail.com	798-4065-01	Licenciatura	Vendedor	4	Soltero	1	GORA861005DB9	GORA861005HCHNDR09	CHIHUAHUA	44696.0
AARON GONZALEZ ZURITA	43	b.henderso4@gmail.com	472-9820-84	Doctorado	Artista plástico	9	Casado	4	GOZA640204LL9	GOZA640204HTCNRR08	GUERRERO	42026.4
AARON GRANA VELA	44	r.well3@yahoo.com	590-5196-96	Maestría	Vendedor	4	Casado	3	GAVA8611228Z7	GAVA861122HGTRLR03	GUANAJUATO	13889.2
AARON GUERRA HERRERA	45	l.edward5@outlook.com	105-2212-66	Secundaria	Fotógrafo	9	Soltero	5	GUHA9210025K0	GUHA921002HCHRRR03	CHIHUAHUA	11526.0
AARON GUERRERO RAMIREZ VAZQUEZ	48	l.howar5@gmail.com	820-0154-33	Primaria	Chef	6	Soltero	5	RAVA8105142M5	RAVA810514HCHMZR08	CHIHUAHUA	20802.0
AARON GUZMAN CANDELAS	46	t.payn3@outlook.com	162-0347-35	Secundaria	Programador	1	Casado	3	GUCA4305184F9	GUCA430518HZSZNR03	CHIHUAHUA	26986.0
AARON HEREBIA CHAPA	46	k.cunningha5@gmail.com	971-1642-03	Doctorado	Diseñador de moda	4	Casado	5	HECA530917LX5	HECA530917HTSRHR01	TAMAULIPAS	13889.2
AARON HERNAN DOMINGUEZ SANTOSCOY	49	s.wrigh1@gmail.com	223-4867-52	Licenciatura	Piloto de avión	3	Casado	1	DOSA711208X12	DOSA711208HCLMNR08	COAHUILA	7592.0
AARON HERNAN FLORES RIVERA	51	v.mitchel3@randatmail.com	347-2496-40	Primaria	Contador	7	Soltero	3	FORA790923U11	FORA790923HBSLVR02	BAJA CALIFORNIA SUR	30078.0
AARON HERNAN TORRES TELLO	43	t.coope5@outlook.com	222-5158-29	Maestría	Bioquímico	3	Casado	5	TOTA720701C81	TOTA720701HNLRLR04	NUEVO LEON	33987.200000000004
AARON HERNANDEZ BAUTISTA	48	s.fowle3@yahoo.com	269-4333-69	Secundaria	Carpintero	10	Soltero	3	HEBA801228293	HEBA801228HVZRTR02	TLAXCALA	14618.0
AARON HERNANDEZ GONZALEZ	51	a.ferguso1@hotmail.com	478-2319-58	Doctorado	Meteorólogo	8	Casado	1	HEGA590701Q20	HEGA590701HHGRNR00	HIDALGO	29967.600000000002
AARON HERNANDEZ MERA	50	n.hamilto4@yahoo.com	001-1782-47	Licenciatura	Conferencista	11	Casado	4	HEMA680701G11	HEMA680701HHGRRR03	HIDALGO	10684.0
AARON HIRAM MENDIVIL CAMACHO	46	l.morriso2@outlook.com	716-0475-19	Maestría	Bioquímico	10	Soltero	2	MECA770314EN3	MECA770314HSRNMR02	SONORA	50065.6
AARON HUMBERTO FLORES QUEVEDO	50	v.richard2@hotmail.com	845-9768-46	Licenciatura	Bombero	9	Soltero	2	FOQA780828HJ1	FOQA780828HDFLVR07	GUERRERO	16868.0
AARON IGNACIO GONZALEZ VIZCARRA	47	j.nelso4@outlook.com	680-1033-72	Maestría	Contador	4	Casado	4	GOVA870911861	GOVA870911HCHNZR09	CHIHUAHUA	9869.6
AARON ISAI RUIZ BARRERA	49	e.hamilto4@gmail.com	825-6529-88	Doctorado	Auditor	5	Casado	4	RUBA890816I27	RUBA890816HCHZRR04	CHIHUAHUA	46046.0
AARON ISMAEL TUYUB KANTUN	48	p.payn4@randatmail.com	332-1770-59	Secundaria	Cocinero	2	Soltero	4	TUKA7407221X1	TUKA740722HYNYNR08	YUCATAN	17710.0
AARON ISRAEL VALDEZ MARTINEZ	44	m.holme0@yahoo.com	743-1058-02	Secundaria	Agrónomo	10	Casado	0	VAMA85042742A	VAMA850427HASLRR07	AGUSCALIENTES	36262.0
AARON IVAN MICHEL MENDOZA	48	a.hal1@gmail.com	323-7439-13	Secundaria	Astrónomo	4	Casado	1	MIMA8008194P9	MIMA800819HQTCNR04	QUERETARO	17710.0
AARON IVAN RIVAS VALERIO	47	v.coope2@yahoo.com	394-7129-52	Primaria	Diseñador gráfico	9	Casado	2	RIVA8311279X2	RIVA831127HZSVLR01	ZACATECAS	33170.0
AARON JAIME BRETON QUIROZ	48	e.spence3@yahoo.com	283-9329-02	Secundaria	Ingeniero	9	Soltero	3	BEQA610222SN2	BEQA610222HNLRRR06	NUEVO LEON	17710.0
AARON JESUS COLLI VILLAMONTE	49	v.perkin5@hotmail.com	645-6192-76	Primaria	Vendedor	10	Soltero	5	COVA7912177X4	COVA791217HCCLLR00	CAMPECHE	2250.0
AARON JESUS FAZ ELIZONDO	49	a.ferguso5@yahoo.com	696-5282-72	Primaria	Intérprete	10	Soltero	5	FAEA7905167D4	FAEA790516HNLZLR01	NUEVO LEON	5342.0
AARON JIMENEZ SALCEDO	49	s.thompso5@yahoo.com	422-2667-11	Primaria	Gerente	1	Casado	5	JISA8901053V8	JISA890105HGTMLR07	GUANAJUATO	5342.0
AARON JUAREZ JUAREZ	48	v.farrel4@hotmail.com	762-0614-10	Licenciatura	Bombero	10	Casado	4	JUJA610701AU5	JUJA610701HDFRRR01	DISTRITO FEDERAL	44696.0
AARON JUAREZ SANTIAGO	46	m.barret5@yahoo.com	981-0333-71	Licenciatura	Abogado	4	Soltero	5	JUSA710601BTA	JUSA710601HGRRNR09	GUERRERO	44696.0
AARON JULIAN BARRERA GUERRERO	42	r.hal2@outlook.com	623-7961-00	Secundaria	Contador	7	Soltero	2	BAGA730210CYA	BAGA730210HTSRRR19	TAMAULIPAS	20802.0
AARON JURADO ROSAS	45	r.chapma4@outlook.com	292-9549-15	Licenciatura	Astrónomo	7	Soltero	4	JURA650701R62	JURA650701HDFRSR01	DISTRITO FEDERAL	4500.0
AARON LEONEL DELGADILLO MARTINEZ	51	v.robert1@outlook.com	970-4226-34	Secundaria	Arqueólogo	6	Casado	1	DEMA860321AF0	DEMA860321HJCLRR02	BAJA CALIFORNIA	20802.0
AARON LEPE CHACON	43	g.hil3@outlook.com	013-1751-99	Secundaria	Piloto de avión	7	Soltero	3	LECA731028BD1	LECA731028HBCPHR04	SONORA	20802.0
AARON LEYVA ESCOBAR	49	a.elli0@yahoo.com	598-2023-07	Doctorado	Productor	13	Casado	0	LEEA7807031I9	LEEA780703HDGYSR06	DURANGO	42026.4
AARON LIBORIO TEJAMANIL BANCO	49	c.mitchel4@randatmail.com	669-4670-58	Secundaria	Bioquímico	0	Soltero	4	TEBA610701Q35	TEBA610701HHGJNR01	GUANAJUATO	17710.0
AARON LINARES PEREZ	48	c.marti0@hotmail.com	986-6702-62	Secundaria	Arqueólogo	3	Casado	0	LIAA690310IW0	LIXA690310HMNNXR05	DISTRITO FEDERAL	17710.0
AARON LOBATON ORDONEZ	52	e.gibso3@randatmail.com	826-8170-98	Primaria	Historiador	0	Casado	3	LOOA770919FU7	LOOA770919HTLBRR13	TLAXCALA	39354.0
AARON LOPEZ GARCIA	48	e.payn5@hotmail.com	726-4447-25	Secundaria	Panadero	1	Casado	5	LOGA7206223P2	LOGA720622HCHPRR05	CHIHUAHUA	11526.0
AARON LOPEZ VALENZUELA	46	e.ferguso3@gmail.com	672-6920-81	Secundaria	Piloto de avión	2	Casado	3	LOVA8103173Y8	LOVA810317HSRPLR09	SONORA	36262.0
AARON LOREDO ARRIAGA	52	a.phillip3@outlook.com	825-4780-41	Licenciatura	Joyero	3	Soltero	3	LOAA790413DA5	LOAA790413HTSRRR05	TAMAULIPAS	32328.0
AARON LOYA TERRAZAS	41	n.thompso1@outlook.com	169-6791-42	Secundaria	Cocinero	6	Soltero	1	LOTA800406FX7	LOTA800406HCHYRR04	CHIHUAHUA	11526.0
AARON LUEVANO MURILLO	45	a.barret0@gmail.com	530-5643-29	Primaria	Abogado	8	Casado	0	LUMA780406M20	LUMA780406HCHVRR05	CHIHUAHUA	11526.0
AARON MANUEL   TEJERO LORIA	50	f.harri3@outlook.com	921-9029-13	Secundaria	Contador	0	Casado	3	TELA830701UE3	TELA830701HYNJRR09	YUCATAN	42446.0
AARON MANUEL DOMINGUEZ NERI	44	e.camero5@randatmail.com	877-7407-20	Secundaria	Trabajador social	3	Soltero	5	DONA520901RF1	DONA520901HCHMRR01	CHIHUAHUA	42446.0
AARON MARTINEZ COVARRUBIAS	52	p.alexande2@outlook.com	107-6950-70	Secundaria	Piloto de avión	0	Soltero	2	MACA8412205T1	MACA841220HBCRVR07	BAJA CALIFORNIA	42446.0
AARON MARTINEZ DIAZ	42	s.robinso0@hotmail.com	650-7732-63	Secundaria	Oficial de policía	5	Casado	0	MADA800403KJ4	MADA800403HDFRZR08	TLAXCALA	26986.0
AARON MARTINEZ MARTINEZ	46	t.robinso0@yahoo.com	035-9284-58	Doctorado	Periodista	5	Casado	0	MAMX740701QHA	MAMA740701HSPRRR05	SAN LUIS POTOSI	42026.4
AARON MAXIMO GERMAN	53	j.harriso1@outlook.com	465-5682-84	Secundaria	Agrónomo	9	Soltero	1	MAGA6107017U7	MAGA610701HDFXRR02	DISTRITO FEDERAL	2250.0
AARON MEJIA CORTES	45	t.ferguso3@randatmail.com	620-4839-59	Maestría	Economista	4	Soltero	3	MECA770915S24	MECA770915HHGJRR09	HIDALGO	58104.8
AARON MENDOZA ESPIRITU	48	e.campbel3@gmail.com	114-2226-98	Maestría	Conductor	6	Casado	3	MEEA730705DUA	MEEA730705HGRNSR02	GUERRERO	29967.600000000002
AARON MENDOZA GOMEZ	42	j.gibso3@outlook.com	962-5974-37	Licenciatura	Bioquímico	2	Soltero	3	MEGA560701IW1	MEGA560701HGRNMR03	GUERRERO	35420.0
AARON MENDOZA HERNANDEZ	48	v.mitchel3@gmail.com	105-5501-59	Doctorado	Químico	5	Soltero	3	MEHA7707018P8	MEHA770701HDFNRR01	DISTRITO FEDERAL	54085.200000000004
AARON MENESES JUAREZ	46	t.ree4@randatmail.com	818-7808-74	Secundaria	Conferencista	1	Casado	4	MEJA6410317W6	MEJA641031HTLNRR02	TLAXCALA	39354.0
AARON MIGUEL PEREZ PASILLAS	42	f.carrol1@outlook.com	606-2225-24	Doctorado	Vendedor	1	Casado	1	PEPA820331HC8	PEPA820331HASRSR08	AGUSCALIENTES	42026.4
AARON MIRANDA GARCIA	44	e.davi3@randatmail.com	911-7799-24	Doctorado	Arquitecto	9	Soltero	3	MIGA600830VBA	MIGA600830HSPRRR09	SAN LUIS POTOSI	33987.200000000004
AARON MISAEL FUENTES FLORES	46	n.walke5@yahoo.com	652-5440-61	Doctorado	Ingeniero	1	Casado	5	FUFA891216FH8	FUFA891216HDFNLR06	DISTRITO FEDERAL	13889.2
AARON MOISES VALENZUELA RODRIGUEZ	52	n.brow5@randatmail.com	972-4987-66	Primaria	Contador	7	Casado	5	VARA700519IF4	VARA700519HHGLDR00	HIDALGO	26986.0
AARON MONTIEL DOMINGUEZ	53	a.cunningha5@hotmail.com	386-8701-65	Secundaria	Economista	2	Casado	5	MODA800101FA3	MODA800101HTLNMR00	TLAXCALA	26986.0
AARON MONTIEL HERNANDEZ	44	o.maso5@hotmail.com	573-9458-43	Licenciatura	Mecánico	2	Soltero	5	MOHA8210187C6	MOHA821018HGRNRR08	GUERRERO	41604.0
AARON MORALES ESPARZA	47	a.adam4@outlook.com	741-9688-31	Licenciatura	Panadero	9	Casado	4	MOEA500211P73	MOEA500211HGTRSR06	COAHUILA	19960.0
AARON MORENO DELGADO	44	o.jone1@randatmail.com	993-4006-18	Primaria	Gerente	9	Casado	1	MODA820702648	MODA820702HASRLR00	AGUSCALIENTES	11526.0
AARON MORENO ZAMORA	46	j.col4@gmail.com	291-2119-81	Licenciatura	Artista plástico	3	Soltero	4	MOZA630824IK3	MOZA630824HBCRMR09	BAJA CALIFORNIA	23052.0
AARON NEPHTALY GONZALEZ CANALES	44	f.tucke3@gmail.com	482-5959-63	Licenciatura	Mecánico	8	Casado	3	GOCA811031031	GOCA811031HNLNNR05	NUEVO LEON	44696.0
AARON OMERO PALMA BATISTA	53	s.taylo5@gmail.com	293-4587-02	Primaria	Panadero	12	Casado	5	PABA740514JT4	PABA740514HCHLTR04	CHIHUAHUA	23894.0
AARON ORIA CORTES	42	v.crawfor5@yahoo.com	557-9704-82	Secundaria	Gerente	1	Soltero	5	OICA6610245Z6	OICA661024HDFRRR09	DISTRITO FEDERAL	33170.0
AARON OROZCO AVALOS	42	l.richardso2@hotmail.com	252-9237-43	Doctorado	Florista	9	Soltero	2	OOAA750131GT7	OOAA750131HBSRVR03	BAJA CALIFORNIA SUR	13889.2
AARON OSVALDO COTA NU!EZ	51	m.ros1@gmail.com	740-2591-35	Primaria	Contador	14	Casado	1	CONA850216L92	CONA850216HBSTXR01	BAJA CALIFORNIA SUR	42446.0
AARON OSWALDO SOLIS CHAVEZ	42	s.farrel2@yahoo.com	541-9153-55	Maestría	Contador	7	Soltero	2	SOCA7707208U0	SOCA770720HCHLHR06	CHIHUAHUA	29967.600000000002
AARON PACHECO AGUILAR	51	t.montgomer4@randatmail.com	318-5582-66	Maestría	Abogado	7	Casado	4	PAAA8606265T2	PAAA860626HYNCGR05	YUCATAN	5850.0
AARON PATRICIO MATA	44	j.moor4@yahoo.com	778-2368-78	Maestría	Economista	3	Soltero	4	PAMA670701SU6	PAMA670701HGRTTR09	GUERRERO	29967.600000000002
AARON PAUL CUADRAS LOPEZ	42	s.gibso4@outlook.com	612-0700-71	Secundaria	Periodista	3	Soltero	4	CULA8401174D3	CULA840117HSLDPR05	BAJA CALIFORNIA	26986.0
AARON PE!ALOZA VAZQUEZ	42	m.robert1@outlook.com	260-1864-56	Doctorado	Matemático	7	Soltero	1	PEVA650701H57	PEVA650701HGRXZR03	GUERRERO	58104.8
AARON PERCASTEGUI GONZALEZ	45	a.brow5@gmail.com	892-2510-22	Primaria	Joyero	2	Soltero	5	PEGA600304S51	PEGA600304HHGRNR08	HIDALGO	17710.0
AARON PEREZ ALVAREZ	46	a.chapma4@randatmail.com	472-1262-09	Doctorado	Botánico	5	Casado	4	PEAA680701LB3	PEAA680701HTLRLR00	GUERRERO	50065.6
AARON PEREZ OLIVA	52	r.moor0@outlook.com	488-6426-49	Secundaria	Geólogo	4	Soltero	0	PEOA680131BK3	PEOA680131HHGRLR07	HIDALGO	5342.0
AARON PEREZ PULIDO	46	v.richard3@hotmail.com	524-3205-87	Licenciatura	Conferencista	9	Soltero	3	PEPA620506I16	PEPA620506HTLRLR09	TLAXCALA	16868.0
AARON PEREZ VARGAS	48	f.howar5@yahoo.com	409-6806-25	Primaria	Panadero	11	Casado	5	PEVA7306197B1	PEVA730619HTSRRR02	TAMAULIPAS	20802.0
AARON PINEDA JURADO	51	i.harriso2@hotmail.com	390-1177-99	Doctorado	Productor	1	Soltero	2	PIJA640701S82	PIJA640701HDFNRR02	DISTRITO FEDERAL	5850.0
AARON PINTO DIAZ	41	s.russel0@outlook.com	092-1223-32	Doctorado	Economista	8	Soltero	0	PIDA840104S88	PIDA840104HTCNZR06	YUCATAN	46046.0
AARON POOT CAUICH	44	o.dougla4@hotmail.com	121-4710-14	Maestría	Oficial de policía	6	Soltero	4	POCA680701MV2	POCA680701HYNTCR00	YUCATAN	50065.6
AARON QUINTANA CARDENAS	52	a.wilso2@outlook.com	282-1664-96	Secundaria	Científico	3	Casado	2	QUCA810408HZ7	QUCA810408HNLNRR00	NUEVO LEON	2250.0
AARON QUINTANILLA TELLO	47	c.farrel1@yahoo.com	829-0807-63	Maestría	Artista plástico	12	Soltero	1	QUTA750916RX5	QUTA750916HNTNLR01	SONORA	5850.0
AARON QUINTERO CANO	41	p.armstron2@yahoo.com	798-1878-99	Maestría	Trabajador social	2	Soltero	2	QUCA750701IQ9	QUCA750701HSRNNR08	SONORA	58104.8
AARON QUINTERO TEROS	50	a.johnso0@gmail.com	941-7924-01	Licenciatura	Joyero	13	Casado	0	QUTA8002249C6	QUTA800224HSRNRR09	SONORA	32328.0
AARON RAMIREZ LEYVA	51	d.carrol1@yahoo.com	109-2141-57	Licenciatura	Conferencista	10	Casado	1	RALA600110R71	RALA600110HGRMYR05	GUERRERO	32328.0
AARON RENATO GUERRERO ARIAS	41	o.perkin0@gmail.com	686-3179-25	Secundaria	Asegurador	2	Casado	0	GUAA8109251Q1	GUAA810925HNLRRR07	NUEVO LEON	39354.0
AARON RENTERIA ROMERO	51	a.hamilto2@outlook.com	991-4249-49	Secundaria	Vendedor	0	Soltero	2	RERA660701A20	RERA660701HNLNMR02	NUEVO LEON	39354.0
AARON RIVERA DE LEON	42	c.carrol1@randatmail.com	297-1731-22	Licenciatura	Geólogo	9	Soltero	1	RILA811016B4A	RILA811016HNLVNR04	NUEVO LEON	32328.0
AARON ROBERTO EUAN GUADARRAMA	43	a.well4@gmail.com	637-4542-71	Doctorado	Científico	0	Soltero	4	EUGA800409RV1	EUGA800409HYNNDR08	CAMPECHE	5850.0
AARON ROBERTO GONZALEZ MORAN	52	a.brook2@gmail.com	404-3323-94	Licenciatura	Mecánico	11	Casado	2	GOMA851115JC8	GOMA851115MCHNRR07	CHIHUAHUA	19960.0
AARON RODRIGUEZ MARIN	41	p.wes2@randatmail.com	382-0711-99	Secundaria	Peluquero	5	Casado	2	ROMA750702DUS	ROMA750702HGRDRR04	GUERRERO	30078.0
AARON ROGELIO RAMIREZ GASTELUM	46	c.hun5@hotmail.com	918-5936-30	Primaria	Productor	5	Casado	5	RAGA830715PD7	RAGA830715HCHMSR05	CHIHUAHUA	17710.0
AARON ROSARIO CEPEDA ROSAS	49	s.scot3@outlook.com	081-3123-04	Secundaria	Botánico	8	Soltero	3	CERA880701DF7	CERA880701HDGPSR03	CHIHUAHUA	2250.0
AARON ROSENDO CABALLERO LOZADA	51	t.spence5@outlook.com	905-9692-90	Doctorado	Actor	4	Casado	5	CALA850422AR0	CALA850422HGTBZR08	GUANAJUATO	33987.200000000004
AARON RUIZ BARRERAS	53	t.nelso3@gmail.com	590-0290-30	Doctorado	Panadero	8	Casado	3	RUBA630701U2A	RUBA630701HSRZRR01	SONORA	5850.0
AARON RUIZ PEREZ	42	d.jone3@randatmail.com	286-5433-72	Secundaria	Piloto de avión	8	Casado	3	RUPA820323PU7	RUPA820323HTCZRR01	TABASCO	26986.0
AARON SADAY NUNEZ SANCHEZ	42	e.kell4@outlook.com	002-6804-08	Secundaria	Geólogo	4	Soltero	4	NUSA771019KQ4	NUSA771019HTSXNR07	TAMAULIPAS	23894.0
AARON SAENZ LEAL	50	v.hamilto3@outlook.com	247-9174-84	Doctorado	Periodista	0	Casado	3	SALA7304165FA	SALA730416HNLNLR01	NUEVO LEON	42026.4
AARON SANCHEZ DE JESUS	48	a.lloy0@outlook.com	830-0553-29	Doctorado	Científico	10	Casado	0	SAJA750630VD7	SAJA750630HVZNSR04	SAN LUIS POTOSI	58104.8
AARON SANCHEZ GUERRA	47	t.thompso2@gmail.com	539-7852-49	Licenciatura	Arqueólogo	10	Soltero	2	SAGA740411222	SAGA740411HASNRR08	AGUSCALIENTES	19960.0
AARON SANCHEZ GUZMAN	46	c.armstron0@randatmail.com	011-7109-39	Primaria	Químico	9	Casado	0	SAGA670523GK0	SAGA670523HGTNZR04	GUANAJUATO	36262.0
AARON SANCHEZ ISIDORO	52	s.baile4@gmail.com	412-4523-00	Secundaria	Agrónomo	3	Soltero	4	SAIA751013SU7	SAIA751013HVZNSR07	VERACRUZ	30078.0
AARON SANCHEZ PEDRAZA	42	j.fowle1@randatmail.com	113-7251-77	Secundaria	Productor	6	Casado	1	SAPA530711F32	SAPA530711HSPNDR01	SAN LUIS POTOSI	33170.0
AARON SANDRINO SALAS GONZALEZ	49	a.wrigh2@randatmail.com	388-6097-78	Licenciatura	Matemático	1	Soltero	2	SAGA760601G90	SAGA760701HNLLNR06	NUEVO LEON	19960.0
